NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TNPO1P3	1	ENSG00000229586	
ARHGAP27	1	ENSG00000159314	
GTF2IRD2P1	1	ENSG00000214544	
PDE6D	1	ENSG00000156973	
GJC1	1	ENSG00000182963	
HYAL3	1	ENSG00000186792	
FHIP1B	1	ENSG00000051009	
VPS35L	1	ENSG00000103544	
CBX1	1	ENSG00000108468	
FAM222A	1	ENSG00000139438	
KANK3	1	ENSG00000186994	
HMGN5	1	ENSG00000198157	
RPL31P10	1	ENSG00000213942	
NDRG2	1	ENSG00000165795	
POLL	1	ENSG00000166169	
TOR2A	1	ENSG00000160404	
COX7A1	1	ENSG00000161281	
STK10	1	ENSG00000072786	
STX19	1	ENSG00000178750	
NTN1	1	ENSG00000065320	
BTF3P10	1	ENSG00000231120	
CASP1	1	ENSG00000137752	
ZNF638	1	ENSG00000075292	
PCDHA4	1	ENSG00000204967	
NPAT	1	ENSG00000149308	
ARR3	1	ENSG00000120500	
ELL2P1	1	ENSG00000227295	
TMC8	1	ENSG00000167895	
SEM1	1	ENSG00000127922	
NIPAL1	1	ENSG00000163293	
KLB	1	ENSG00000134962	
NALF2	1	ENSG00000130054	
ADNP2	1	ENSG00000101544	
MSS51	1	ENSG00000166343	
ACYP2	1	ENSG00000170634	
HNRNPA1P7	1	ENSG00000215492	
HMGN1P36	1	ENSG00000235734	
FBXL13	1	ENSG00000161040	
CNRIP1	1	ENSG00000119865	
SPOCK1	1	ENSG00000152377	
APOBEC3D	1	ENSG00000243811	
ZNF572	1	ENSG00000180938	
RAB41	1	ENSG00000147127	
TMEM187	1	ENSG00000177854	
CKMT1B	1	ENSG00000237289	
RPL38P2	1	ENSG00000237077	
ARPC3P3	1	ENSG00000256745	
DDX47	1	ENSG00000213782	
ZNF738	1	ENSG00000172687	
SMIM2-AS1	1	ENSG00000227258	
ENTREP2	1	ENSG00000104059	
PSMG4	1	ENSG00000180822	
RPL7L1P14	1	ENSG00000250403	
EIF3KP1	1	ENSG00000175749	
FRMD8P1	1	ENSG00000227942	
GMPSP1	1	ENSG00000250471	
TRIM9	1	ENSG00000100505	
RPL32P18	1	ENSG00000146677	
TUBD1	1	ENSG00000108423	
CPA4	1	ENSG00000128510	
RPL32P16	1	ENSG00000219747	
HDDC3	1	ENSG00000184508	
TMEM45B	1	ENSG00000151715	
ANKRD10	1	ENSG00000088448	
HINT1P1	1	ENSG00000231531	
CASP8AP2	1	ENSG00000118412	
NCAPD3	1	ENSG00000151503	
ZNRD2	1	ENSG00000173465	
GUSBP5	1	ENSG00000236296	
LMO2	1	ENSG00000135363	
PRSS44P	1	ENSG00000226074	
DPH5-DT	1	ENSG00000233184	
CORIN	1	ENSG00000145244	
CIB2	1	ENSG00000136425	
MTND2P28	1	ENSG00000225630	
CAMK2N1	1	ENSG00000162545	
PRCP	1	ENSG00000137509	
TST	1	ENSG00000128311	
SEC14L1P1	1	ENSG00000213693	
DNAJC11	1	ENSG00000007923	
LILRA5	1	ENSG00000187116	
MN1	1	ENSG00000169184	
CKMT1A	1	ENSG00000223572	
TAGAP	1	ENSG00000164691	
TMEM132A	1	ENSG00000006118	
LYAR	1	ENSG00000145220	
CENPN	1	ENSG00000166451	
CRTC1P1	1	ENSG00000204993	
GTF3C6	1	ENSG00000155115	
RAC2	1	ENSG00000128340	
VDR	1	ENSG00000111424	
PP1P	1	ENSG00000213383	
CRYZL1	1	ENSG00000205758	
BAG1	1	ENSG00000107262	
LPCAT2	1	ENSG00000087253	
GRB10	1	ENSG00000106070	
PGGT1BP1	1	ENSG00000213667	
RPS6KL1	1	ENSG00000198208	
ZKSCAN3	1	ENSG00000189298	
ADISSP	1	ENSG00000101220	
SMIM5	1	ENSG00000204323	
AGMAT	1	ENSG00000116771	
TAPBPL	1	ENSG00000139192	
NPL	1	ENSG00000135838	
PABPC1P1	1	ENSG00000231707	
KRTAP2-3	1	ENSG00000212724	
RWDD4	1	ENSG00000182552	
C1orf74	1	ENSG00000162757	
AKR1C2	1	ENSG00000151632	
RBBP4P4	1	ENSG00000214561	
MYH3	1	ENSG00000109063	
DQX1	1	ENSG00000144045	
RHBDD3	1	ENSG00000100263	
ASCC3	1	ENSG00000112249	
CA11	1	ENSG00000063180	
HAX1P1	1	ENSG00000233467	
TMEM81	1	ENSG00000174529	
ABCG1	1	ENSG00000160179	
ANO7L1	1	ENSG00000237276	
ENPP6	1	ENSG00000164303	
RAPGEFL1	1	ENSG00000108352	
RNF182	1	ENSG00000180537	
EBF1	1	ENSG00000164330	
WARS2-AS1	1	ENSG00000231365	
ARL5AP5	1	ENSG00000232332	
SRSF6	1	ENSG00000124193	
TRPC6	1	ENSG00000137672	
MDM2	1	ENSG00000135679	
PTAFR	1	ENSG00000169403	
AGPS	1	ENSG00000018510	
GBE1	1	ENSG00000114480	
SLC35D2	1	ENSG00000130958	
RHBG	1	ENSG00000132677	
ECSIT	1	ENSG00000130159	
ASB2	1	ENSG00000100628	
RBMS2	1	ENSG00000076067	
PRXL2AP2	1	ENSG00000254213	
ASPSCR1	1	ENSG00000169696	
RPS17P5	1	ENSG00000060303	
LHFPL6	1	ENSG00000183722	
LSS	1	ENSG00000160285	
CBFB	1	ENSG00000067955	
RNA5-8SP6	1	ENSG00000251705	
GCM2	1	ENSG00000124827	
CD177	1	ENSG00000204936	
NPM1P27	1	ENSG00000249353	
C16orf46	1	ENSG00000166455	
TSSC2	1	ENSG00000223756	
FBXL16	1	ENSG00000127585	
FBXW9	1	ENSG00000132004	
CNST	1	ENSG00000162852	
REPIN1-AS1	1	ENSG00000240449	
KHSRPP1	1	ENSG00000229835	
LMO7	1	ENSG00000136153	
NXPE4	1	ENSG00000137634	
TRIM35	1	ENSG00000104228	
ESAM-AS1	1	ENSG00000250073	
MFHAS1	1	ENSG00000147324	
CEP68	1	ENSG00000011523	
PCID2	1	ENSG00000126226	
AKIP1	1	ENSG00000166452	
MBOAT1	1	ENSG00000172197	
KYNU	1	ENSG00000115919	
OSTCP5	1	ENSG00000234315	
CPEB1	1	ENSG00000214575	
DNAJB6	1	ENSG00000105993	
TRO	1	ENSG00000067445	
MAF	1	ENSG00000178573	
RPL31P17	1	ENSG00000235225	
ZFAS1	1	ENSG00000177410	
CEP295	1	ENSG00000166004	
FOXN3P1	1	ENSG00000176318	
HNRNPA1P35	1	ENSG00000225695	
CFAP58	1	ENSG00000120051	
CLCNKA	1	ENSG00000186510	
DUXAP9	1	ENSG00000225210	
RPL41P2	1	ENSG00000256338	
ZNF586	1	ENSG00000083828	
GOLGA7	1	ENSG00000147533	
DMRTA1	1	ENSG00000176399	
SYNPO2	1	ENSG00000172403	
ARID3BP1	1	ENSG00000227288	
EDN2	1	ENSG00000127129	
RNF114	1	ENSG00000124226	
AGKP2	1	ENSG00000228819	
MRPS18B	1	ENSG00000204568	
NUTM2B	1	ENSG00000188199	
RPSAP47	1	ENSG00000188856	
PDCL3P4	1	ENSG00000244119	
SAMD10	1	ENSG00000130590	
PTRHD1	1	ENSG00000184924	
PPATP1	1	ENSG00000241293	
TTC12	1	ENSG00000149292	
TENT4A	1	ENSG00000112941	
GNG10	1	ENSG00000242616	
RPL17P36	1	ENSG00000236058	
CD58	1	ENSG00000116815	
FAM83D	1	ENSG00000101447	
PSMA6P1	1	ENSG00000215414	
PXN-AS1	1	ENSG00000255857	
PTMAP10	1	ENSG00000213237	
SIGLEC9	1	ENSG00000129450	
C1QTNF3	1	ENSG00000082196	
PDZRN3	1	ENSG00000121440	
COL4A4	1	ENSG00000081052	
MMS22L	1	ENSG00000146263	
ZNF436	1	ENSG00000125945	
KRT8P32	1	ENSG00000250221	
PPFIBP1	1	ENSG00000110841	
AMDHD1	1	ENSG00000139344	
RASSF6	1	ENSG00000169435	
SLC29A4	1	ENSG00000164638	
PPARG	1	ENSG00000132170	
FBXL3	1	ENSG00000005812	
CREB3L1	1	ENSG00000157613	
PCDHGC4	1	ENSG00000242419	
WHAMMP1	1	ENSG00000223509	
INHBA	1	ENSG00000122641	
TP53BP2	1	ENSG00000143514	
KPNA2P1	1	ENSG00000236530	
IKBIP	1	ENSG00000166130	
ZNF284	1	ENSG00000186026	
CD53	1	ENSG00000143119	
PERM1	1	ENSG00000187642	
PDXDC2P-NPIPB14P	1	ENSG00000196696	
PTH	1	ENSG00000152266	
CRIP3	1	ENSG00000146215	
PCDHGA6	1	ENSG00000253731	
GFER	1	ENSG00000127554	
PEX11B	1	ENSG00000131779	
ITGAM	1	ENSG00000169896	
TAGLN	1	ENSG00000149591	
GLB1L2	1	ENSG00000149328	
FAM98C	1	ENSG00000130244	
GPATCH8	1	ENSG00000186566	
CYP2S1	1	ENSG00000167600	
SEPTIN7P8	1	ENSG00000229000	
SLC26A5	1	ENSG00000170615	
TRPM2	1	ENSG00000142185	
CNGB1	1	ENSG00000070729	
CA12	1	ENSG00000074410	
CCDC68	1	ENSG00000166510	
DAPK2	1	ENSG00000035664	
DST	1	ENSG00000151914	
INPP5A	1	ENSG00000068383	
HYPK	1	ENSG00000242028	
TEDC2	1	ENSG00000162062	
APPAT	1	ENSG00000230606	
ABHD16A	1	ENSG00000204427	
MTMR8	1	ENSG00000102043	
RPL23AP82	1	ENSG00000184319	
ACP5	1	ENSG00000102575	
MKRN5P	1	ENSG00000224430	
MT2P1	1	ENSG00000162840	
PEPD	1	ENSG00000124299	
RAPGEF3	1	ENSG00000079337	
TNNI1	1	ENSG00000159173	
IGFBP4	1	ENSG00000141753	
CCDC97	1	ENSG00000142039	
PDK2	1	ENSG00000005882	
RLIM	1	ENSG00000131263	
KRBA1	1	ENSG00000133619	
GGN	1	ENSG00000179168	
SYCP2	1	ENSG00000196074	
HMGN3	1	ENSG00000118418	
CXCL3	1	ENSG00000163734	
ACADM	1	ENSG00000117054	
KITLG	1	ENSG00000049130	
MCF2L	1	ENSG00000126217	
UQCRBP1	1	ENSG00000237748	
SURF2	1	ENSG00000148291	
KLHL6	1	ENSG00000172578	
SLC25A30	1	ENSG00000174032	
YWHAQP4	1	ENSG00000177803	
NUDT15	1	ENSG00000136159	
SV2B	1	ENSG00000185518	
NAGA	1	ENSG00000198951	
DBNDD2	1	ENSG00000244274	
UCP3	1	ENSG00000175564	
EIF2S3B	1	ENSG00000180574	
COX15	1	ENSG00000014919	
TARDBPP2	1	ENSG00000238213	
RPL21P98	1	ENSG00000243071	
PDCD6P1	1	ENSG00000188002	
CCT6P3	1	ENSG00000234585	
APMAP	1	ENSG00000101474	
TRIM37	1	ENSG00000108395	
PRICKLE2-AS1	1	ENSG00000241111	
PNP	1	ENSG00000198805	
HS3ST2	1	ENSG00000122254	
FCF1P6	1	ENSG00000225671	
FLNB-AS1	1	ENSG00000244161	
RPL31P11	1	ENSG00000213075	
CD300A	1	ENSG00000167851	
SUCLG1	1	ENSG00000163541	
FDPSP2	1	ENSG00000233980	
SLC12A5	1	ENSG00000124140	
ODF2	1	ENSG00000136811	
SNRPA1P1	1	ENSG00000144158	
KPNA2	1	ENSG00000182481	
NCOA4P3	1	ENSG00000249245	
PPP6R3	1	ENSG00000110075	
TRIM16	1	ENSG00000221926	
BMS1P9	1	ENSG00000198312	
TESMIN	1	ENSG00000132749	
TWIST1	1	ENSG00000122691	
DGKH	1	ENSG00000102780	
MSANTD2	1	ENSG00000120458	
CACNB1	1	ENSG00000067191	
NUP50-DT	1	ENSG00000226328	
PCSK1N	1	ENSG00000102109	
LINC02716	1	ENSG00000205106	
NRG1	1	ENSG00000157168	
BLTP2	1	ENSG00000007202	
RPL24P8	1	ENSG00000236801	
LINC02802	1	ENSG00000232527	
WDR31	1	ENSG00000148225	
TFDP2	1	ENSG00000114126	
NECTIN2P1	1	ENSG00000240787	
PDE5A	1	ENSG00000138735	
PRCD	1	ENSG00000214140	
MIR570	1	ENSG00000207650	
NSA2P1	1	ENSG00000236035	
ATP8B4	1	ENSG00000104043	
DENND2D	1	ENSG00000162777	
SPTBN5	1	ENSG00000137877	
ITGA4	1	ENSG00000115232	
KCNMB1	1	ENSG00000145936	
GPX1	1	ENSG00000233276	
SPRED3	1	ENSG00000188766	
MRPS23	1	ENSG00000181610	
ERN1	1	ENSG00000178607	
CAPNS1	1	ENSG00000126247	
ASCC1	1	ENSG00000138303	
NOSIP	1	ENSG00000142546	
SETD3	1	ENSG00000183576	
TRIM8	1	ENSG00000171206	
EIF2B5	1	ENSG00000145191	
RPL26P19	1	ENSG00000226221	
MTFR1L	1	ENSG00000117640	
UBE2A	1	ENSG00000077721	
F7	1	ENSG00000057593	
RPL23AP64	1	ENSG00000240970	
MIR23B	1	ENSG00000207563	
TANC1	1	ENSG00000115183	
NABP1	1	ENSG00000173559	
RPL18AP3	1	ENSG00000213442	
ATP2C2	1	ENSG00000064270	
SPTLC1P1	1	ENSG00000230397	
FKBP3	1	ENSG00000100442	
SLC2A4	1	ENSG00000181856	
MOCS3	1	ENSG00000124217	
PRR14	1	ENSG00000156858	
MTND5P11	1	ENSG00000248923	
NUTM2G	1	ENSG00000188152	
PTPN21	1	ENSG00000070778	
FLT4	1	ENSG00000037280	
ZNF402P	1	ENSG00000220248	
MRPL1	1	ENSG00000169288	
AGAP6	1	ENSG00000204149	
EPHA2-AS1	1	ENSG00000227959	
KRT8P36	1	ENSG00000240668	
LLGL1	1	ENSG00000131899	
SLC25A5P2	1	ENSG00000235064	
SLC16A3	1	ENSG00000141526	
TMC7	1	ENSG00000170537	
COX7CP2	1	ENSG00000235449	
GAPDHP40	1	ENSG00000248626	
GDPD3	1	ENSG00000102886	
KLF2P2	1	ENSG00000230646	
GPC2	1	ENSG00000213420	
FUBP1	1	ENSG00000162613	
SPACA6	1	ENSG00000182310	
RHEBP1	1	ENSG00000229927	
CHEK1	1	ENSG00000149554	
TSNAXIP1	1	ENSG00000102904	
ANKRD53	1	ENSG00000144031	
ATP2A3	1	ENSG00000074370	
RPL5P17	1	ENSG00000243859	
CAPN12	1	ENSG00000182472	
KIAA2013	1	ENSG00000116685	
EEF1A1P35	1	ENSG00000250144	
GLYCTK	1	ENSG00000168237	
NR6A1	1	ENSG00000148200	
FANCC	1	ENSG00000158169	
KLF7	1	ENSG00000118263	
FAM133DP	1	ENSG00000230562	
FKBP1B	1	ENSG00000119782	
RPL7AP76	1	ENSG00000231995	
A2ML1	1	ENSG00000166535	
SPA17	1	ENSG00000064199	
PDCD11	1	ENSG00000148843	
NDUFS4	1	ENSG00000164258	
DNAAF3	1	ENSG00000167646	
CCDC152	1	ENSG00000198865	
MSLN	1	ENSG00000102854	
NXT1	1	ENSG00000132661	
UNC119	1	ENSG00000109103	
MIR22HG	1	ENSG00000186594	
OPLAH	1	ENSG00000178814	
ANKRD33B	1	ENSG00000164236	
NUP107	1	ENSG00000111581	
AMPH	1	ENSG00000078053	
NEK5	1	ENSG00000197168	
MAP3K9	1	ENSG00000006432	
ZNF398	1	ENSG00000197024	
FAM124B	1	ENSG00000124019	
PSMC1P1	1	ENSG00000241506	
LAMTOR5	1	ENSG00000134248	
CSKMT	1	ENSG00000214756	
RSPH1	1	ENSG00000160188	
CICP3	1	ENSG00000229376	
TGIF1	1	ENSG00000177426	
SLC25A6P2	1	ENSG00000232203	
FAM204BP	1	ENSG00000233040	
GNG11	1	ENSG00000127920	
C12orf60	1	ENSG00000182993	
PDE3B	1	ENSG00000152270	
SCARA3	1	ENSG00000168077	
SGSM2	1	ENSG00000141258	
HACD1	1	ENSG00000165996	
DERL1	1	ENSG00000136986	
HMGA1P2	1	ENSG00000248641	
BTBD1	1	ENSG00000064726	
DYNC1H1	1	ENSG00000197102	
RPF2P1	1	ENSG00000225357	
MYPOP	1	ENSG00000176182	
PBX4	1	ENSG00000105717	
A4GALT	1	ENSG00000128274	
PITPNB	1	ENSG00000180957	
SFXN5	1	ENSG00000144040	
ZNF782	1	ENSG00000196597	
PLCD1	1	ENSG00000187091	
NAGLU	1	ENSG00000108784	
STEAP1	1	ENSG00000164647	
XKR8	1	ENSG00000158156	
PIDD1	1	ENSG00000177595	
MFAP4	1	ENSG00000166482	
SUSD5	1	ENSG00000173705	
PHB1P1	1	ENSG00000213091	
THEM4	1	ENSG00000159445	
UBAC1	1	ENSG00000130560	
NELFA	1	ENSG00000185049	
IPO8	1	ENSG00000133704	
RAB11FIP5	1	ENSG00000135631	
CDHR2	1	ENSG00000074276	
SLAMF7	1	ENSG00000026751	
RPA2	1	ENSG00000117748	
DDR1	1	ENSG00000204580	
PTMAP8	1	ENSG00000243014	
TXN2	1	ENSG00000100348	
ENSG00000227496	1	ENSG00000227496	
HOXA3	1	ENSG00000105997	
MED27	1	ENSG00000160563	
DAG1	1	ENSG00000173402	
PI4KA	1	ENSG00000241973	
CNN2P9	1	ENSG00000213149	
AKIRIN1	1	ENSG00000174574	
GNB1L	1	ENSG00000185838	
SEPTIN10	1	ENSG00000186522	
SBF1P1	1	ENSG00000248522	
RPLP0P6	1	ENSG00000213553	
FRG1BP	1	ENSG00000149531	
ACTG1P20	1	ENSG00000241547	
NFU1	1	ENSG00000169599	
METTL1P1	1	ENSG00000176812	
ZNF584	1	ENSG00000171574	
TEX264	1	ENSG00000164081	
ULK3	1	ENSG00000140474	
RPL35P1	1	ENSG00000237991	
TARS3	1	ENSG00000185418	
CENPP	1	ENSG00000188312	
ANAPC7	1	ENSG00000196510	
RGS10	1	ENSG00000148908	
SLC4A11	1	ENSG00000088836	
RPS4XP8	1	ENSG00000219146	
ARPC5L	1	ENSG00000136950	
TMEM191C	1	ENSG00000206140	
DZANK1	1	ENSG00000089091	
GTPBP6	1	ENSG00000178605	
MB21D2	1	ENSG00000180611	
NEDD4	1	ENSG00000069869	
HRH1	1	ENSG00000196639	
BGN	1	ENSG00000182492	
AFMID	1	ENSG00000183077	
KIF17	1	ENSG00000117245	
PMPCB	1	ENSG00000105819	
KIF1B	1	ENSG00000054523	
CEP41	1	ENSG00000106477	
CICP4	1	ENSG00000232852	
KIAA1549	1	ENSG00000122778	
PXMP4	1	ENSG00000101417	
BAALC-AS1	1	ENSG00000247081	
LCIIAR	1	ENSG00000256802	
FOLR1	1	ENSG00000110195	
PRRX2	1	ENSG00000167157	
SH3RF1	1	ENSG00000154447	
DCAF13	1	ENSG00000164934	
RAB27A	1	ENSG00000069974	
GALM	1	ENSG00000143891	
HCAR2	1	ENSG00000182782	
PFKP	1	ENSG00000067057	
TNC	1	ENSG00000041982	
OR7E38P	1	ENSG00000183444	
GPS1	1	ENSG00000169727	
TMEM86B	1	ENSG00000180089	
SOWAHC	1	ENSG00000198142	
SLC7A7	1	ENSG00000155465	
NEMP2-DT	1	ENSG00000233654	
PBLD	1	ENSG00000108187	
FAM174C	1	ENSG00000228300	
HCK	1	ENSG00000101336	
SOX12	1	ENSG00000177732	
HARS2	1	ENSG00000112855	
STXBP2	1	ENSG00000076944	
POGLUT3	1	ENSG00000178202	
PRELID3BP10	1	ENSG00000236105	
GRPEL2P2	1	ENSG00000225814	
PDAP1	1	ENSG00000106244	
LRRC4C	1	ENSG00000148948	
CHFR	1	ENSG00000072609	
KCNAB2	1	ENSG00000069424	
TMEM182	1	ENSG00000170417	
DHRS13	1	ENSG00000167536	
FAM156B	1	ENSG00000179304	
IFT57	1	ENSG00000114446	
DNPH1	1	ENSG00000112667	
LPAR2	1	ENSG00000064547	
TGFB2-AS1	1	ENSG00000232480	
OTUD6B	1	ENSG00000155100	
CALCA	1	ENSG00000110680	
OSM	1	ENSG00000099985	
FZD7	1	ENSG00000155760	
HSD11B1	1	ENSG00000117594	
CDKAL1	1	ENSG00000145996	
LINC02777	1	ENSG00000232453	
STEAP4	1	ENSG00000127954	
TRIM26	1	ENSG00000234127	
PPIL1P1	1	ENSG00000237951	
CHKA	1	ENSG00000110721	
RPS17P2	1	ENSG00000197575	
ACVR2A	1	ENSG00000121989	
SLC25A3	1	ENSG00000075415	
CHRNA5	1	ENSG00000169684	
ATP5MGL	1	ENSG00000249222	
ZNF563	1	ENSG00000188868	
SC5D	1	ENSG00000109929	
C8orf48	1	ENSG00000164743	
C2orf16	1	ENSG00000221843	
RHOQP3	1	ENSG00000230756	
GRK6P1	1	ENSG00000215571	
GABPB1-AS1	1	ENSG00000244879	
PSIP1P1	1	ENSG00000234297	
USP8P1	1	ENSG00000214892	
NEXN	1	ENSG00000162614	
FAM78A	1	ENSG00000126882	
SPAG8	1	ENSG00000137098	
ADAMTS7	1	ENSG00000136378	
RB1	1	ENSG00000139687	
XRCC5	1	ENSG00000079246	
ERI1	1	ENSG00000104626	
TAF3	1	ENSG00000165632	
SLC25A38P1	1	ENSG00000229785	
TP53INP1	1	ENSG00000164938	
SETP8	1	ENSG00000213526	
ANAPC1P6	1	ENSG00000235486	
GADD45G	1	ENSG00000130222	
POLR2L	1	ENSG00000177700	
ARHGAP35	1	ENSG00000160007	
UNC13D	1	ENSG00000092929	
ACOT4	1	ENSG00000177465	
COLQ	1	ENSG00000206561	
TIPRL	1	ENSG00000143155	
TMEM14B	1	ENSG00000137210	
PLA2G4C	1	ENSG00000105499	
FBXO44	1	ENSG00000132879	
EIF3LP2	1	ENSG00000233837	
MSC	1	ENSG00000178860	
GARNL3	1	ENSG00000136895	
SLC51A	1	ENSG00000163959	
AQP5	1	ENSG00000161798	
GTF2IRD1	1	ENSG00000006704	
KDM5A	1	ENSG00000073614	
HSP90AB2P	1	ENSG00000205940	
USB1	1	ENSG00000103005	
PSG5	1	ENSG00000204941	
CDH1	1	ENSG00000039068	
LSM10	1	ENSG00000181817	
RPS18P9	1	ENSG00000220848	
ASS1	1	ENSG00000130707	
EIF3LP3	1	ENSG00000226086	
JAK3	1	ENSG00000105639	
GRIN2D	1	ENSG00000105464	
SNHG20	1	ENSG00000234912	
NNMT	1	ENSG00000166741	
KRT18P17	1	ENSG00000213943	
ITGB7	1	ENSG00000139626	
PDCD1LG2	1	ENSG00000197646	
WNT9B	1	ENSG00000158955	
CUL1	1	ENSG00000055130	
RGCC	1	ENSG00000102760	
IFRD1	1	ENSG00000006652	
RTEL1P1	1	ENSG00000251441	
BMI1	1	ENSG00000168283	
TBK1	1	ENSG00000183735	
CYTIP	1	ENSG00000115165	
LCMT1	1	ENSG00000205629	
PRDX2P1	1	ENSG00000215049	
EOLA2	1	ENSG00000197021	
HNF1A	1	ENSG00000135100	
CKB	1	ENSG00000166165	
TMEM14C	1	ENSG00000111843	
PIP5KL1	1	ENSG00000167103	
CTNNBL1P1	1	ENSG00000231235	
LAG3	1	ENSG00000089692	
LINC03015	1	ENSG00000242474	
RPAIN	1	ENSG00000129197	
ARL3	1	ENSG00000138175	
RAMP2	1	ENSG00000131477	
CST6	1	ENSG00000175315	
SWSAP1	1	ENSG00000173928	
UQCRQ	1	ENSG00000164405	
WDR86-AS1	1	ENSG00000243836	
REXO2	1	ENSG00000076043	
BCKDHB	1	ENSG00000083123	
AKAP7	1	ENSG00000118507	
NBEAL2	1	ENSG00000160796	
ECM1	1	ENSG00000143369	
HSP90AA3P	1	ENSG00000231434	
LSM6	1	ENSG00000164167	
BCAS4	1	ENSG00000124243	
NPPC	1	ENSG00000163273	
SAYSD1	1	ENSG00000112167	
ANAPC1P4	1	ENSG00000234231	
BCAM	1	ENSG00000187244	
CD300E	1	ENSG00000186407	
LILRB5	1	ENSG00000105609	
DCDC1	1	ENSG00000170959	
C1GALT1C1L	1	ENSG00000223658	
RAB5IF	1	ENSG00000101084	
ENSG00000230021	1	ENSG00000230021	
SLC9B2	1	ENSG00000164038	
COL5A3	1	ENSG00000080573	
DCN	1	ENSG00000011465	
PHLDA1	1	ENSG00000139289	
PDCL3	1	ENSG00000115539	
SPATA2	1	ENSG00000158480	
TAF11	1	ENSG00000064995	
LTBR	1	ENSG00000111321	
MPC2	1	ENSG00000143158	
SEM1P1	1	ENSG00000214857	
HIVEP3	1	ENSG00000127124	
RGL1	1	ENSG00000143344	
KLHL29	1	ENSG00000119771	
SNAI1	1	ENSG00000124216	
RAB12	1	ENSG00000206418	
ZNF76	1	ENSG00000065029	
FAM131C	1	ENSG00000185519	
SLC12A7	1	ENSG00000113504	
KRT19P1	1	ENSG00000218014	
DRAP1	1	ENSG00000175550	
SLC9A5	1	ENSG00000135740	
CABYR	1	ENSG00000154040	
MT-ATP8	1	ENSG00000228253	
CXCL9	1	ENSG00000138755	
ST3GAL4	1	ENSG00000110080	
GUSBP16	1	ENSG00000253366	
IGBP1	1	ENSG00000089289	
RBPMS2	1	ENSG00000166831	
SMG1P4	1	ENSG00000185710	
REC8	1	ENSG00000100918	
ENAM	1	ENSG00000132464	
LAT2	1	ENSG00000086730	
NADK	1	ENSG00000008130	
PLXNA1	1	ENSG00000114554	
AAK1	1	ENSG00000115977	
ADORA2B	1	ENSG00000170425	
PDSS1	1	ENSG00000148459	
FAM182A	1	ENSG00000125804	
RFT1	1	ENSG00000163933	
RPL6	1	ENSG00000089009	
CBR1-AS1	1	ENSG00000230212	
RHBDF2	1	ENSG00000129667	
GPR39	1	ENSG00000183840	
RSPO4	1	ENSG00000101282	
MYOM2	1	ENSG00000036448	
BCKDHA	1	ENSG00000248098	
SECISBP2	1	ENSG00000187742	
SPDYE12	1	ENSG00000184616	
KATNAL1	1	ENSG00000102781	
EZR	1	ENSG00000092820	
DHX32	1	ENSG00000089876	
SLC7A8	1	ENSG00000092068	
XNDC1N	1	ENSG00000254469	
AMY2B	1	ENSG00000240038	
ACTBP11	1	ENSG00000188460	
NEK8	1	ENSG00000160602	
KPNA4P1	1	ENSG00000213754	
PIP4K2C	1	ENSG00000166908	
EPN2	1	ENSG00000072134	
SLC2A12	1	ENSG00000146411	
ARFGAP1	1	ENSG00000101199	
IPP	1	ENSG00000197429	
FAF2	1	ENSG00000113194	
ZFP36L1	1	ENSG00000185650	
GMDS-DT	1	ENSG00000250903	
NMNAT2	1	ENSG00000157064	
VPS52	1	ENSG00000223501	
RAB1AP1	1	ENSG00000229023	
RPL36AP37	1	ENSG00000244398	
HAS2	1	ENSG00000170961	
GBGT1	1	ENSG00000148288	
PRDX1P1	1	ENSG00000214121	
CELF3	1	ENSG00000159409	
CDC42EP2	1	ENSG00000149798	
FAM207BP	1	ENSG00000228797	
ACAN	1	ENSG00000157766	
SPTBN1-AS2	1	ENSG00000238018	
RSL24D1P11	1	ENSG00000231544	
ACSM3	1	ENSG00000005187	
ZFAND2A-DT	1	ENSG00000229043	
KNSTRN	1	ENSG00000128944	
SLC25A42	1	ENSG00000181035	
BCYRN1	1	ENSG00000236824	
CBX3P9	1	ENSG00000217241	
CDPF1	1	ENSG00000205643	
ZBTB9	1	ENSG00000213588	
BMP6	1	ENSG00000153162	
COBLP1	1	ENSG00000231270	
MTCO3P12	1	ENSG00000198744	
ETFDH	1	ENSG00000171503	
HES4	1	ENSG00000188290	
AXIN2	1	ENSG00000168646	
CDH3	1	ENSG00000062038	
DNAJC28	1	ENSG00000177692	
KLF8	1	ENSG00000102349	
ACTC1	1	ENSG00000159251	
CPXM2	1	ENSG00000121898	
FOXA3	1	ENSG00000170608	
TUBA4B	1	ENSG00000243910	
NARS2	1	ENSG00000137513	
KDM4D	1	ENSG00000186280	
TMEM80	1	ENSG00000177042	
SLC6A12	1	ENSG00000111181	
CXCL2	1	ENSG00000081041	
PRSS35	1	ENSG00000146250	
MRPS15	1	ENSG00000116898	
MFGE8	1	ENSG00000140545	
BIN2	1	ENSG00000110934	
IFFO1	1	ENSG00000010295	
IGSF8	1	ENSG00000162729	
KLHL13	1	ENSG00000003096	
TBC1D22A	1	ENSG00000054611	
PEX7	1	ENSG00000112357	
UQCC6	1	ENSG00000204954	
HS3ST3A1	1	ENSG00000153976	
DUSP12	1	ENSG00000081721	
ZNF534	1	ENSG00000198633	
MED25	1	ENSG00000104973	
WDR45	1	ENSG00000196998	
SLC24A3	1	ENSG00000185052	
